   4.5074211084283888e-04	   7.0184814453125000e+01	
   1.3173003681004047e-03	   7.1362045288085938e+01	
   2.1838597021996975e-03	   7.1202262878417969e+01	
   2.8337785042822361e-03	   6.9466468811035156e+01	
   3.4836984705179930e-03	   7.1537223815917969e+01	
   4.3502575717866421e-03	   6.9910140991210938e+01	
   5.0001768395304680e-03	   6.8327377319335938e+01	
   5.6500965729355812e-03	   6.9262718200683594e+01	
   6.5166559070348740e-03	   6.6379005432128906e+01	
   7.1665751747786999e-03	   6.8285217285156250e+01	
   7.8164935111999512e-03	   6.6323089599609375e+01	
   8.6830519139766693e-03	   6.5724754333496094e+01	
   9.3329707160592079e-03	   6.7153930664062500e+01	
   9.9828867241740227e-03	   6.6693496704101562e+01	
   1.0849443264305592e-02	   6.6331748962402344e+01	
   1.1715999804437160e-02	   7.4384872436523438e+01	
   1.2365914881229401e-02	   8.6337097167968750e+01	
   1.3015833683311939e-02	   1.4270153808593750e+02	
   1.3882378116250038e-02	   2.3672087097167969e+02	
   1.4532293193042278e-02	   2.7595373535156250e+02	
   1.5182205475866795e-02	   3.2590432739257812e+02	
   1.6048749908804893e-02	   3.9317272949218750e+02	
   1.6698662191629410e-02	   4.5808288574218750e+02	
   1.7348568886518478e-02	   5.3288024902343750e+02	
   1.8215112388134003e-02	   6.4435968017578125e+02	
   1.8865019083023071e-02	   7.4084722900390625e+02	
   1.9514920189976692e-02	   8.4998059082031250e+02	
   2.0381458103656769e-02	   1.0225481567382812e+03	
   2.1247992292046547e-02	   1.1976832275390625e+03	
   2.1897889673709869e-02	   1.3551357421875000e+03	
   2.2547792643308640e-02	   1.5298231201171875e+03	
   2.3414313793182373e-02	   1.7939443359375000e+03	
   2.4064209312200546e-02	   2.0056939697265625e+03	
   2.4714101105928421e-02	   2.2539946289062500e+03	
   2.5580618530511856e-02	   2.6395598144531250e+03	
   2.6230504736304283e-02	   2.9237070312500000e+03	
   2.6880389079451561e-02	   3.2960986328125000e+03	
   2.7746900916099548e-02	   3.8188564453125000e+03	
   2.8396781533956528e-02	   4.0915832519531250e+03	
   2.9046658426523209e-02	   3.7665078125000000e+03	
   2.9913155362010002e-02	   3.4471774902343750e+03	
   3.0779656022787094e-02	   3.2816447753906250e+03	
   3.1429521739482880e-02	   3.2021120605468750e+03	
   3.2079391181468964e-02	   3.1477949218750000e+03	
   3.2945875078439713e-02	   3.0800395507812500e+03	
   3.3595737069845200e-02	   3.0207966308593750e+03	
   3.4245599061250687e-02	   3.0256162109375000e+03	
   3.5112064331769943e-02	   3.0046479492187500e+03	
   3.5761915147304535e-02	   3.0025986328125000e+03	
   3.6411765962839127e-02	   2.9609826660156250e+03	
   3.7278231233358383e-02	   2.9671579589843750e+03	
   3.7928070873022079e-02	   2.9409465332031250e+03	
   3.8577910512685776e-02	   2.9321721191406250e+03	
   3.9444357156753540e-02	   2.9436931152343750e+03	
   4.0094185620546341e-02	   2.9163913574218750e+03	
   4.0744010359048843e-02	   2.9549589843750000e+03	
   4.1610449552536011e-02	   2.9183159179687500e+03	
   4.2476873844861984e-02	   2.9206552734375000e+03	
   4.3126683682203293e-02	   2.9472514648437500e+03	
   4.3776497244834900e-02	   2.8991413574218750e+03	
   4.4642914086580276e-02	   2.9094057617187500e+03	
   4.5292716473340988e-02	   2.9138176269531250e+03	
   4.5942515134811401e-02	   2.8939885253906250e+03	
   4.6808902174234390e-02	   2.8750373535156250e+03	
   4.7458697110414505e-02	   2.8577531738281250e+03	
   4.8108484596014023e-02	   2.8359633789062500e+03	
   4.8974860459566116e-02	   2.8370529785156250e+03	
   4.9624640494585037e-02	   2.7886848144531250e+03	
   5.0274420529603958e-02	   2.8211423339843750e+03	
   5.1140766590833664e-02	   2.9148271484375000e+03	
   5.9154193848371506e-02	   2.6783686523437500e+03	
   5.9803914278745651e-02	   2.4318625488281250e+03	
   6.0670178383588791e-02	   2.3716589355468750e+03	
   6.1536438763141632e-02	   2.3206977539062500e+03	
   6.2186129391193390e-02	   2.3000898437500000e+03	
   6.2835805118083954e-02	   2.2642651367187500e+03	
   6.3702039420604706e-02	   2.2020158691406250e+03	
   6.4351715147495270e-02	   2.1770676269531250e+03	
   6.5001368522644043e-02	   2.1347258300781250e+03	
   6.5867587924003601e-02	   2.0847937011718750e+03	
   6.6517233848571777e-02	   2.0464190673828125e+03	
