   1.0519699e+00	   6.8093506e+02	
   1.0605292e+00	   6.7549219e+02	
   1.0669657e+00	   6.8127881e+02	
   1.0732574e+00	   7.1625409e+02	
   1.0797352e+00	   6.9846490e+02	
   1.0877900e+00	   7.2374194e+02	
   1.0961840e+00	   7.3683661e+02	
   1.1041383e+00	   7.4376483e+02	
   1.1118044e+00	   7.6046515e+02	
   1.1191319e+00	   7.9279559e+02	
   1.1257302e+00	   7.9983740e+02	
   1.1323247e+00	   8.2892114e+02	
   1.1389157e+00	   8.3454791e+02	
   1.1469350e+00	   8.4756653e+02	
   1.1553260e+00	   8.8301740e+02	
   1.1634591e+00	   8.9859418e+02	
   1.1710806e+00	   9.0478973e+02	
   1.1783823e+00	   9.3030975e+02	
   1.1849468e+00	   9.6947894e+02	
   1.1916664e+00	   9.8059320e+02	
   1.1982220e+00	   1.0013385e+03	
   1.2065781e+00	   1.0361559e+03	
   1.2150086e+00	   1.0963148e+03	
   1.2227738e+00	   1.1084999e+03	
   1.2302883e+00	   1.1687517e+03	
   1.2374752e+00	   1.1925131e+03	
   1.2440033e+00	   1.2428392e+03	
   1.2505277e+00	   1.2686562e+03	
   1.2580895e+00	   1.3147177e+03	
   1.2663420e+00	   1.4169606e+03	
   1.2746682e+00	   1.4930029e+03	
   1.2824283e+00	   1.5719054e+03	
   1.2894480e+00	   1.6112163e+03	
   1.2962399e+00	   1.6973556e+03	
   1.3027306e+00	   1.7717382e+03	
   1.3098899e+00	   1.8307269e+03	
   1.3181024e+00	   1.9486195e+03	
   1.3264458e+00	   2.0725510e+03	
   1.3340753e+00	   2.1752324e+03	
   1.3412862e+00	   2.2872510e+03	
   1.3480483e+00	   2.4330396e+03	
   1.3545053e+00	   2.5631118e+03	
   1.3621728e+00	   2.7121343e+03	
   1.3703411e+00	   2.9696030e+03	
   1.3783981e+00	   3.2179124e+03	
   1.3859229e+00	   3.4166863e+03	
   1.3930423e+00	   3.6512349e+03	
   1.3997352e+00	   3.9071499e+03	
   1.4061568e+00	   4.1631353e+03	
   1.4141248e+00	   4.4447593e+03	
   1.4223301e+00	   5.0726113e+03	
   1.4301698e+00	   5.5323687e+03	
   1.4376628e+00	   6.0072075e+03	
   1.4445915e+00	   6.6536250e+03	
   1.4509814e+00	   7.3626035e+03	
   1.4587656e+00	   8.1328511e+03	
   1.4668449e+00	   1.0085017e+04	
   1.4747509e+00	   1.2130968e+04	
   1.4821368e+00	   1.4802833e+04	
   1.4891362e+00	   1.8596740e+04	
   1.4957340e+00	   2.4135523e+04	
   1.5031244e+00	   3.2875773e+04	
   1.5111897e+00	   5.7699715e+04	
   1.5192248e+00	   1.0921583e+05	
   1.5267324e+00	   2.0968944e+05	
   1.5337795e+00	   3.6581741e+05	
   1.5401040e+00	   4.6611009e+05	
   1.5477329e+00	   3.7550619e+05	
   1.5556420e+00	   2.2637216e+05	
   1.5635345e+00	   9.9988383e+04	
   1.5711575e+00	   4.7533281e+04	
   1.5780997e+00	   2.9008896e+04	
   1.5843902e+00	   2.0387764e+04	
   1.5923630e+00	   1.4244474e+04	
   1.6005576e+00	   1.1131467e+04	
   1.6081095e+00	   8.9440127e+03	
   1.6153319e+00	   7.5238379e+03	
   1.6220295e+00	   6.7029634e+03	
   1.6292493e+00	   5.8938057e+03	
   1.6370062e+00	   5.6421401e+03	
   1.6449583e+00	   5.3414336e+03	
   1.6524894e+00	   5.1452534e+03	
   1.6595118e+00	   5.2105288e+03	
   1.6659468e+00	   5.5250732e+03	
   1.6738179e+00	   6.2762485e+03	
   1.6819528e+00	   8.2318379e+03	
   1.6895874e+00	   1.0515574e+04	
   1.6967857e+00	   1.2384155e+04	
   1.7031928e+00	   1.2494781e+04	
   1.7110335e+00	   1.0939410e+04	
   1.7190849e+00	   8.8219541e+03	
   1.7266113e+00	   6.1209136e+03	
   1.7338645e+00	   4.4916914e+03	
   1.7404070e+00	   3.5922444e+03	
